日期,国债到期收益率:1年
2019-10-15,2.5313
2019-10-16,2.5503
2019-10-17,2.5607
2019-10-18,2.5579
2019-10-21,2.5636
2019-10-22,2.5911
2019-10-23,2.6002
2019-10-24,2.6257
2019-10-25,2.6187
2019-10-28,2.6252
2019-10-29,2.6371
2019-10-30,2.6967
2019-10-31,2.6664
2019-11-01,2.6763
2019-11-04,2.6568
2019-11-05,2.6291
2019-11-06,2.6706
2019-11-07,2.6473
2019-11-08,2.6658
2019-11-11,2.6590
2019-11-12,2.6824
2019-11-13,2.6711
2019-11-14,2.7051
2019-11-15,2.6733
2019-11-18,2.6827
2019-11-19,2.6411
2019-11-20,2.6520
2019-11-21,2.6347
2019-11-22,2.6465
2019-11-25,2.6632
2019-11-26,2.6472
2019-11-27,2.6548
2019-11-28,2.6441
2019-11-29,2.6514
2019-12-02,2.6615
2019-12-03,2.6491
2019-12-04,2.6353
2019-12-05,2.6239
2019-12-06,2.6281
2019-12-09,2.6387
2019-12-10,2.5982
2019-12-11,2.6271
2019-12-12,2.5902
2019-12-13,2.6053
2019-12-16,2.6070
2019-12-17,2.6288
2019-12-18,2.6139
2019-12-19,2.6129
2019-12-20,2.5907
2019-12-23,2.5588
2019-12-24,2.5204
2019-12-25,2.4935
2019-12-26,2.4587
2019-12-27,2.3844
2019-12-30,2.3581
2019-12-31,2.3598
2020-01-02,2.3630
2020-01-03,2.3648
2020-01-06,2.3635
2020-01-07,2.3469
2020-01-08,2.3314
2020-01-09,2.3344
2020-01-10,2.3229
2020-01-13,2.2983
2020-01-14,2.2939
2020-01-15,2.2904
2020-01-16,2.2704
2020-01-17,2.2721
2020-01-20,2.2447
2020-01-21,2.2043
2020-01-22,2.2568
2020-01-23,2.2615
2020-02-03,1.9520
2020-02-04,2.0431
2020-02-05,2.0826
2020-02-06,2.0139
2020-02-07,2.0376
2020-02-10,1.9661
2020-02-11,1.9905
2020-02-12,2.0002
2020-02-13,2.0153
2020-02-14,2.0147
2020-02-17,2.0057
2020-02-18,1.9863
2020-02-19,1.9956
2020-02-20,1.9706
2020-02-21,1.9820
2020-02-24,1.9647
2020-02-25,1.9894
2020-02-26,1.9750
2020-02-27,1.9953
2020-02-28,1.9154
2020-03-02,2.0146
2020-03-03,2.0113
2020-03-04,1.9602
2020-03-05,2.0072
2020-03-06,1.9675
2020-03-09,1.9671
2020-03-10,1.9783
2020-03-11,1.9740
2020-03-12,1.9831
2020-03-13,2.0373
2020-03-16,1.9709
2020-03-17,1.9837
2020-03-18,1.9638
2020-03-19,1.9201
2020-03-20,1.9300
2020-03-23,1.8702
2020-03-24,1.8113
2020-03-25,1.7708
2020-03-26,1.7033
2020-03-27,1.7317
2020-03-30,1.7541
2020-03-31,1.7039
2020-04-01,1.6219
2020-04-02,1.6420
2020-04-03,1.6201
2020-04-07,1.3522
2020-04-08,1.2007
2020-04-09,1.1507
2020-04-10,1.2023
2020-04-13,1.2319
2020-04-14,1.2018
2020-04-15,1.1915
2020-04-16,1.1807
2020-04-17,1.2001
2020-04-20,1.1807
2020-04-21,1.1751
2020-04-22,1.1818
2020-04-23,1.1204
2020-04-24,1.1512
2020-04-27,1.1229
2020-04-28,1.1306
2020-04-29,1.1412
2020-04-30,1.1309
2020-05-06,1.1518
2020-05-07,1.1512
2020-05-08,1.1916
2020-05-11,1.2631
2020-05-12,1.2205
2020-05-13,1.2323
2020-05-14,1.2114
2020-05-15,1.2606
2020-05-18,1.2006
2020-05-19,1.2331
2020-05-20,1.3607
2020-05-21,1.3669
2020-05-22,1.3108
2020-05-25,1.3431
2020-05-26,1.4679
2020-05-27,1.5988
2020-05-28,1.5827
2020-05-29,1.5673
2020-06-01,1.5863
2020-06-02,1.7682
2020-06-03,1.9012
2020-06-04,1.9647
2020-06-05,2.0537
2020-06-08,2.0199
2020-06-09,2.0793
2020-06-10,2.0831
2020-06-11,2.0429
2020-06-12,1.9818
2020-06-15,1.9128
2020-06-16,2.0358
2020-06-17,2.1776
2020-06-18,2.1656
2020-06-19,2.2092
2020-06-22,2.2068
2020-06-23,2.1942
2020-06-24,2.1930
2020-06-29,2.1357
2020-06-30,2.1354
2020-07-01,2.0879
2020-07-02,2.0781
2020-07-03,2.0714
2020-07-06,2.0949
2020-07-07,2.0960
2020-07-08,2.1047
2020-07-09,2.1737
2020-07-10,2.2564
2020-07-13,2.2337
2020-07-14,2.2034
2020-07-15,2.2267
2020-07-16,2.2062
2020-07-17,2.1860
2020-07-20,2.2497
2020-07-21,2.2424
2020-07-22,2.2532
2020-07-23,2.2522
2020-07-24,2.2422
2020-07-27,2.2443
2020-07-28,2.2570
2020-07-29,2.2509
2020-07-30,2.2529
2020-07-31,2.2541
2020-08-03,2.1977
2020-08-04,2.1914
2020-08-05,2.2054
2020-08-06,2.2521
2020-08-07,2.2189
2020-08-10,2.2039
2020-08-11,2.2230
2020-08-12,2.2550
2020-08-13,2.2716
2020-08-14,2.2663
2020-08-17,2.2711
2020-08-18,2.2823
2020-08-19,2.3675
2020-08-20,2.4369
2020-08-21,2.4386
2020-08-24,2.4474
2020-08-25,2.4811
2020-08-26,2.4859
2020-08-27,2.4969
2020-08-28,2.4884
2020-08-31,2.4604
2020-09-01,2.5085
2020-09-02,2.5294
2020-09-03,2.5659
2020-09-04,2.6058
2020-09-07,2.6133
2020-09-08,2.5933
2020-09-09,2.5830
2020-09-10,2.5685
2020-09-11,2.5904
2020-09-14,2.6018
2020-09-15,2.5941
2020-09-16,2.6087
2020-09-17,2.6183
2020-09-18,2.6121
2020-09-21,2.6152
2020-09-22,2.6108
2020-09-23,2.5876
2020-09-24,2.5865
2020-09-25,2.5939
2020-09-28,2.6025
2020-09-29,2.6411
2020-09-30,2.6025
2020-10-09,2.6345
2020-10-12,2.6666
2020-10-13,2.6611
2020-10-14,2.6475
2020-10-15,2.6962
2020-10-16,2.7047
2020-10-19,2.6946
2020-10-20,2.6911
2020-10-21,2.6731
2020-10-22,2.6545
2020-10-23,2.6656
2020-10-26,2.6729
2020-10-27,2.6875
2020-10-28,2.7269
2020-10-29,2.7279
2020-10-30,2.7323
2020-11-02,2.7547
2020-11-03,2.7329
2020-11-04,2.7300
2020-11-05,2.7417
2020-11-06,2.7740
2020-11-09,2.7859
2020-11-10,2.7847
2020-11-11,2.8105
2020-11-12,2.8273
2020-11-13,2.8489
2020-11-16,2.8521
2020-11-17,2.8651
2020-11-18,2.9381
2020-11-19,2.9766
2020-11-20,3.0110
2020-11-23,2.9714
2020-11-24,2.9684
2020-11-25,2.9503
2020-11-26,2.9306
2020-11-27,2.9106
2020-11-30,2.8257
2020-12-01,2.8529
2020-12-02,2.8612
2020-12-03,2.8887
2020-12-04,2.8710
2020-12-07,2.8635
2020-12-08,2.8430
2020-12-09,2.8413
2020-12-10,2.7862
2020-12-11,2.8387
2020-12-14,2.8307
2020-12-15,2.7947
2020-12-16,2.7333
2020-12-17,2.7343
2020-12-18,2.7326
2020-12-21,2.7029
2020-12-22,2.6633
2020-12-23,2.6628
2020-12-24,2.6556
2020-12-25,2.6251
2020-12-28,2.5817
2020-12-29,2.5549
2020-12-30,2.5261
2020-12-31,2.4797
2021-01-04,2.5229
2021-01-05,2.5048
2021-01-06,2.4161
2021-01-07,2.3538
2021-01-08,2.3185
2021-01-11,2.2614
2021-01-12,2.2115
2021-01-13,2.1572
2021-01-14,2.2383
2021-01-15,2.3277
2021-01-18,2.4147
2021-01-19,2.4606
2021-01-20,2.4384
2021-01-21,2.4162
2021-01-22,2.4294
2021-01-25,2.4877
2021-01-26,2.5430
2021-01-27,2.5845
2021-01-28,2.6443
2021-01-29,2.7027
2021-02-01,2.6251
2021-02-02,2.6075
2021-02-03,2.6703
2021-02-04,2.6985
2021-02-05,2.6919
2021-02-08,2.6924
2021-02-09,2.6559
2021-02-10,2.6432
2021-02-18,2.6801
2021-02-19,2.6738
2021-02-22,2.6326
2021-02-23,2.6103
2021-02-24,2.5856
2021-02-25,2.5783
2021-02-26,2.5942
2021-03-01,2.5953
2021-03-02,2.5895
2021-03-03,2.6035
2021-03-04,2.6100
2021-03-05,2.6261
2021-03-08,2.6178
2021-03-09,2.6236
2021-03-10,2.6298
2021-03-11,2.6297
2021-03-12,2.6343
2021-03-15,2.6484
2021-03-16,2.6426
2021-03-17,2.6448
2021-03-18,2.6413
2021-03-19,2.6326
2021-03-22,2.6441
2021-03-23,2.6340
2021-03-24,2.5968
2021-03-25,2.6013
2021-03-26,2.6135
2021-03-29,2.6217
2021-03-30,2.6142
2021-03-31,2.5816
2021-04-01,2.5927
2021-04-02,2.5792
2021-04-06,2.5670
2021-04-07,2.5900
2021-04-08,2.5893
2021-04-09,2.5882
2021-04-12,2.5669
2021-04-13,2.5536
2021-04-14,2.5589
2021-04-15,2.5504
2021-04-16,2.5465
2021-04-19,2.5417
2021-04-20,2.5177
2021-04-21,2.5162
2021-04-22,2.5160
2021-04-23,2.4602
2021-04-26,2.4909
2021-04-27,2.4330
2021-04-28,2.3997
2021-04-29,2.3760
2021-04-30,2.3731
2021-05-06,2.3355
2021-05-07,2.3161
2021-05-10,2.3247
2021-05-11,2.3003
2021-05-12,2.2994
2021-05-13,2.2911
2021-05-14,2.3331
2021-05-17,2.3363
2021-05-18,2.3420
2021-05-19,2.3405
2021-05-20,2.3379
2021-05-21,2.3394
2021-05-24,2.3217
2021-05-25,2.3358
2021-05-26,2.3196
2021-05-27,2.3319
2021-05-28,2.3875
2021-05-31,2.4148
2021-06-01,2.3871
2021-06-02,2.3888
2021-06-03,2.3342
2021-06-04,2.3651
2021-06-07,2.4000
2021-06-08,2.4234
2021-06-09,2.4302
2021-06-10,2.4329
2021-06-11,2.4400
2021-06-15,2.4550
2021-06-16,2.4672
2021-06-17,2.4979
2021-06-18,2.5299
2021-06-21,2.5338
2021-06-22,2.5323
2021-06-23,2.5230
2021-06-24,2.5001
2021-06-25,2.4759
2021-06-28,2.4501
2021-06-29,2.4797
2021-06-30,2.4500
2021-07-01,2.4200
2021-07-02,2.4022
2021-07-05,2.3987
2021-07-06,2.3998
2021-07-07,2.3999
2021-07-08,2.3539
2021-07-09,2.3401
2021-07-12,2.3130
2021-07-13,2.3001
2021-07-14,2.2868
2021-07-15,2.2799
2021-07-16,2.2871
2021-07-19,2.2600
2021-07-20,2.2561
2021-07-21,2.2101
2021-07-22,2.1998
2021-07-23,2.1600
2021-07-26,2.1198
2021-07-27,2.1723
2021-07-28,2.2078
2021-07-29,2.1692
2021-07-30,2.1489
2021-08-02,2.1211
2021-08-03,2.1166
2021-08-04,2.1398
2021-08-05,2.1392
2021-08-06,2.1416
2021-08-09,2.1837
2021-08-10,2.2257
2021-08-11,2.1905
2021-08-12,2.1974
2021-08-13,2.2096
2021-08-16,2.2019
2021-08-17,2.1968
2021-08-18,2.2091
2021-08-19,2.2089
2021-08-20,2.2393
2021-08-23,2.2865
2021-08-24,2.2712
2021-08-25,2.2766
2021-08-26,2.2906
2021-08-27,2.2996
2021-08-30,2.2769
2021-08-31,2.2706
2021-09-01,2.2515
2021-09-02,2.2564
2021-09-03,2.2695
2021-09-06,2.2677
2021-09-07,2.2999
2021-09-08,2.3100
2021-09-09,2.3198
2021-09-10,2.3500
2021-09-13,2.3649
2021-09-14,2.3900
2021-09-15,2.3900
2021-09-16,2.3999
2021-09-17,2.3901
2021-09-22,2.3799
2021-09-23,2.3400
2021-09-24,2.3300
2021-09-27,2.3700
2021-09-28,2.3900
2021-09-29,2.3740
2021-09-30,2.3501
2021-10-08,2.3743
2021-10-11,2.3829
2021-10-12,2.3806
2021-10-13,2.3499
2021-10-14,2.3360
2021-10-15,2.3371
2021-10-18,2.3761
2021-10-19,2.3819
2021-10-20,2.3767
2021-10-21,2.3683
2021-10-22,2.3553
2021-10-25,2.3463
2021-10-26,2.3499
2021-10-27,2.3418
2021-10-28,2.3346
2021-10-29,2.3364
2021-11-01,2.3554
2021-11-02,2.3056
2021-11-03,2.3010
2021-11-04,2.3003
2021-11-05,2.2939
2021-11-08,2.2821
2021-11-09,2.2938
2021-11-10,2.2812
2021-11-11,2.2857
2021-11-12,2.2760
2021-11-15,2.2741
2021-11-16,2.2666
2021-11-17,2.2857
2021-11-18,2.2957
2021-11-19,2.2619
2021-11-22,2.2574
2021-11-23,2.2797
2021-11-24,2.2659
2021-11-25,2.2528
2021-11-26,2.2383
2021-11-29,2.2437
2021-11-30,2.2182
2021-12-01,2.2445
2021-12-02,2.2473
2021-12-03,2.2552
2021-12-06,2.2463
2021-12-07,2.2555
2021-12-08,2.2657
2021-12-09,2.2768
2021-12-10,2.3008
2021-12-13,2.2813
2021-12-14,2.2771
2021-12-15,2.3007
2021-12-16,2.2957
2021-12-17,2.3052
2021-12-20,2.3354
2021-12-21,2.3794
2021-12-22,2.3603
2021-12-23,2.3372
2021-12-24,2.3390
2021-12-27,2.3548
2021-12-28,2.3466
2021-12-29,2.3158
2021-12-30,2.2918
2021-12-31,2.2321
